node_id,hour,precomputed_risk
1009443,6,1.16
1009444,6,0.926
1009445,6,2.643
1009446,6,2.126
1009447,6,2.326
1009448,6,1.811
1009449,6,1.691
1009450,6,1.303
1009451,6,1.832
1009452,6,1.847
1009453,6,2.923
1009454,6,0.65
1009455,6,1.778
1009456,6,1.416
1009457,6,1.2
1009458,6,1.878
1009459,6,2.226
1009460,6,2.26
1009461,6,1.449
1009462,6,1.782
1009463,6,1.716
1009464,6,1.116
1009465,6,0.229
1009466,6,1.257
1009467,6,0.793
1009468,6,1.276
1009469,6,0.146
1009470,6,0.95
1009471,6,2.265
1009472,6,2.127
1009473,6,2.259
1009474,6,0.158
1009475,6,2.558
1009476,6,2.852
1009477,6,0.214
1009478,6,2.203
1009479,6,0.288
1009480,6,2.329
1009481,6,1.171
1009482,6,0.565
1009483,6,2.136
1009484,6,1.765
1009485,6,2.796
1009486,6,0.788
1009487,6,2.213
1009488,6,2.071
1009489,6,1.471
1009490,6,0.379
1009491,6,2.446
1009492,6,2.408
1009493,6,2.312
1009494,6,0.768
1009495,6,1.814
1009496,6,2.5
1009497,6,1.409
1009498,6,0.072
1009499,6,1.623
1009500,6,1.546
1009501,6,0.36
1009502,6,0.934
1009503,6,0.521
1009504,6,2.181
1009505,6,2.414
1009506,6,0.058
1009507,6,0.223
1009508,6,0.547
1009509,6,0.309
1009510,6,2.008
1009511,6,2.694
1009512,6,0.632
1009513,6,2.199
1009514,6,2.847
1009515,6,1.095
1009516,6,1.689
1009517,6,0.48
1009518,6,0.156
1009519,6,0.99
1009520,6,0.059
1009521,6,1.4
1009522,6,2.335
1009523,6,1.787
1009524,6,2.902
1009525,6,0.042
1009526,6,2.05
1009527,6,0.633
1009528,6,1.162
1009529,6,2.738
1009530,6,2.809
1009531,6,2.086
1009532,6,2.911
1009533,6,1.126
1009534,6,0.489
1009535,6,1.975
1009536,6,1.748
1009537,6,2.763
1009538,6,2.698
1009539,6,1.184
1009540,6,2.529
1009541,6,1.816
1009542,6,1.642
1009543,6,1.477
1009544,6,1.523
1009545,6,2.757
1009546,6,2.026
1009547,6,2.896
1009548,6,0.803
1009549,6,2.96
1009550,6,0.371
1009551,6,0.847
1009552,6,2.16
1009553,6,2.121
1009554,6,0.3
1009555,6,1.346
1009556,6,2.061
1009557,6,2.874
1009558,6,2.225
1009559,6,2.305
1009560,6,2.154
1009561,6,0.94
1009562,6,2.326
1009563,6,1.923
1009564,6,2.598
1009565,6,2.136
1009566,6,0.55
1009567,6,0.77
1009568,6,0.129
1009569,6,1.767
1009570,6,2.757
1009571,6,1.245
1009572,6,1.438
1009573,6,1.199
1009574,6,0.801
1009575,6,2.796
1009576,6,2.16
1009577,6,2.43
1009578,6,2.458
1009579,6,0.53
1009580,6,1.303
1009581,6,2.262
1009582,6,0.696
1009583,6,1.464
1009584,6,2.229
1009585,6,2.059
1009586,6,0.388
1009587,6,0.506
1009588,6,1.492
1009589,6,0.794
1009590,6,2.591
1009591,6,2.409
1009592,6,0.547
1009593,6,2.994
1009594,6,2.878
1009595,6,0.396
1009596,6,0.087
1009597,6,2.675
1009598,6,1.482
1009599,6,1.063
1009600,6,0.084
1009601,6,1.685
1009602,6,0.627
1009603,6,2.399
1009604,6,1.273
1009605,6,0.87
1009606,6,2.794
1009607,6,0.811
1009608,6,0.586
1009609,6,2.774
1009610,6,0.397
1009611,6,2.18
1009612,6,2.39
1009613,6,1.769
1009614,6,2.229
1009615,6,0.795
1009616,6,0.663
1009617,6,0.984
1009618,6,2.659
1009619,6,2.259
1009620,6,1.186
1009621,6,2.695
1009622,6,1.471
1009623,6,0.189
1009624,6,0.012
1009625,6,0.549
1009626,6,2.348
1009627,6,2.68
1009628,6,1.613
1009629,6,1.721
1009630,6,1.693
1009631,6,0.939
1009632,6,1.746
1009633,6,0.63
1009634,6,0.704
1009635,6,0.771
1009636,6,0.601
1009637,6,0.641
1009638,6,0.902
1009639,6,0.98
1009640,6,1.345
1009641,6,1.614
1009642,6,0.486
1009643,6,0.965
1009644,6,0.979
1009645,6,0.977
1009646,6,2.891
1009647,6,0.672
1009648,6,0.996
1009649,6,1.565
1009650,6,1.072
1009651,6,1.787
1009652,6,2.484
1009653,6,1.279
1009654,6,2.249
1009655,6,2.22
1009656,6,0.254
1009657,6,1.016
1009658,6,0.974
1009659,6,1.422
1009660,6,1.846
1009661,6,0.022
1009662,6,0.155
1009663,6,0.927
1009664,6,1.153
1009665,6,2.402
1009666,6,2.82
1009667,6,2.981
1009668,6,1.995
1009669,6,0.3
1009670,6,2.142
1009671,6,0.611
1009672,6,0.485
1009673,6,2.354
1009674,6,0.251
1009675,6,2.942
1009676,6,1.702
1009677,6,0.758
1009678,6,2.288
1009679,6,2.002
1009680,6,1.984
1009681,6,0.975
1009682,6,2.647
1009683,6,2.063
1009684,6,0.314
1009685,6,2.835
1009686,6,2.682
1009687,6,2.584
1009688,6,2.554
1009689,6,2.129
1009690,6,1.384
1009691,6,2.182
1009692,6,0.366
1009693,6,0.135
1009694,6,1.936
1009695,6,0.093
1009696,6,1.848
1009697,6,1.008
1009698,6,1.384
1009699,6,2.861
1009700,6,0.444
1009701,6,0.907
1009702,6,0.765
1009703,6,2.883
1009704,6,1.637
1009705,6,1.5
1009706,6,2.389
1009707,6,1.868
1009708,6,0.074
1009709,6,1.505
1009710,6,2.734
1009711,6,0.839
1009712,6,1.708
1009713,6,2.655
1009714,6,2.83
1009715,6,2.655
1009716,6,2.383
1009717,6,2.422
1009718,6,0.497
1009719,6,0.773
1009720,6,2.866
1009721,6,1.021
1009722,6,2.94
1009723,6,1.902
1009724,6,0.606
1009725,6,1.208
1009726,6,2.369
1009727,6,2.091
1009728,6,0.614
1009729,6,1.048
1009730,6,1.969
1009731,6,2.011
1009732,6,1.954
1009733,6,2.766
1009734,6,1.762
1009735,6,1.248
1009736,6,0.866
1009737,6,0.097
1009738,6,2.497
1009739,6,1.503
1009740,6,2.437
1009741,6,0.824
1009742,6,1.279
1009743,6,1.095
1009744,6,0.816
1009745,6,0.837
1009746,6,2.102
1009747,6,0.803
1009748,6,1.858
1009749,6,1.28
1009750,6,2.156
1009751,6,1.824
1009752,6,2.171
1009753,6,2.548
1009754,6,2.64
1009755,6,0.259
1009756,6,1.268
1009757,6,0.363
1009758,6,1.146
1009759,6,1.352
1009760,6,2.67
1009761,6,2.357
1009762,6,1.687
1009763,6,0.926
1009764,6,1.391
1009765,6,2.978
1009766,6,2.183
1009767,6,2.231
1009768,6,1.166
1009769,6,2.549
1009770,6,0.783
1009771,6,0.647
1009772,6,0.906
1009773,6,0.93
1009774,6,2.914
1009775,6,2.446
1009776,6,0.244
1009777,6,2.334
1009778,6,1.066
1009779,6,1.912
1009780,6,2.125
1009781,6,0.771
1009782,6,1.026
1009783,6,1.848
1009784,6,0.31
1009785,6,2.18
1009786,6,1.974
1009787,6,1.824
1009788,6,1.967
1009789,6,1.675
1009790,6,2.444
1009791,6,0.639
1009792,6,2.714
1009793,6,1.67
1009794,6,0.605
1009795,6,2.087
1009796,6,1.347
1009797,6,0.584
1009798,6,1.158
1009799,6,2.267
1009800,6,1.198
1009801,6,0.847
1009802,6,1.243
1009803,6,0.72
1009804,6,1.65
1009805,6,2.172
1009806,6,2.132
1009807,6,1.704
1009808,6,2.953
1009809,6,0.31
1009810,6,1.809
1009811,6,0.952
1009812,6,2.84
1009813,6,0.07
1009814,6,2.983
1009815,6,0.774
1009816,6,2.946
1009817,6,1.812
1009818,6,1.469
1009819,6,2.404
1009820,6,1.643
1009821,6,0.803
1009822,6,1.529
1009823,6,0.196
1009824,6,2.339
1009825,6,1.564
1009826,6,1.12
1009827,6,2.21
1009828,6,1.241
1009829,6,2.646
1009830,6,1.687
1009831,6,0.808
1009832,6,2.209
1009833,6,1.225
1009834,6,0.185
1009835,6,0.56
1009836,6,1.825
1009837,6,2.684
1009838,6,2.743
1009839,6,2.947
1009840,6,2.877
1009841,6,1.598
1009842,6,1.262
1009843,6,2.963
1009844,6,1.425
1009845,6,1.836
1009846,6,2.199
1009847,6,1.662
1009848,6,0.405
1009849,6,2.162
1009850,6,1.894
1009851,6,1.24
1009852,6,0.377
1009853,6,0.61
1009854,6,2.558
1009855,6,1.476
1009856,6,0.541
1009857,6,1.937
1009858,6,0.312
1009859,6,2.413
1009860,6,0.659
1009861,6,1.876
1009862,6,2.296
1009863,6,2.345
1009864,6,0.94
1009865,6,1.599
1009866,6,1.97
1009867,6,2.227
1009868,6,0.337
1009869,6,1.087
1009870,6,0.398
1009871,6,1.529
1009872,6,1.032
1009873,6,0.501
1009874,6,2.719
1009875,6,0.636
1009876,6,1.343
1009877,6,1.152
1009878,6,1.262
1009879,6,1.208
1009880,6,1.887
1009881,6,0.049
1009882,6,0.898
1009883,6,1.334
1009884,6,2.428
1009885,6,2.377
1009886,6,1.206
1009887,6,0.406
1009888,6,1.612
1009889,6,2.997
1009890,6,1.157
1009891,6,0.608
1009892,6,2.416
1009893,6,0.381
1009894,6,0.455
1009895,6,0.481
1009896,6,2.102
1009897,6,0.132
1009898,6,0.743
1009899,6,2.15
1009900,6,1.824
1009901,6,2.675
1009902,6,1.685
1009903,6,1.635
1009904,6,1.21
1009905,6,1.257
1009906,6,0.72
1009907,6,2.845
1009908,6,0.252
1009909,6,0.488
1009910,6,2.006
1009911,6,2.111
1009912,6,0.004
1009913,6,0.54
1009914,6,0.919
1009915,6,2.647
1009916,6,1.45
1009917,6,0.491
1009918,6,0.032
1009919,6,0.562
1009920,6,1.784
1009921,6,2.691
1009922,6,0.794
1009923,6,1.605
1009924,6,0.222
1009925,6,2.585
1009926,6,0.702
1009927,6,0.307
1009928,6,1.701
1009929,6,1.395
1009930,6,1.97
1009931,6,1.728
1009932,6,1.176
1009933,6,2.037
1009934,6,0.389
1009935,6,1.485
1009936,6,0.064
1009937,6,0.945
1009938,6,0.955
1009939,6,1.79
1009940,6,2.233
1009941,6,0.372
1009942,6,1.763
1009943,6,1.823
1009944,6,1.611
1009945,6,1.123
1009946,6,1.704
1009947,6,0.557
1009948,6,2.003
1009949,6,0.284
1009950,6,1.597
1009951,6,2.411
1009952,6,0.228
1009953,6,0.26
1009954,6,0.694
1009955,6,2.002
1009956,6,0.388
1009957,6,1.852
1009958,6,0.671
1009959,6,2.493
1009960,6,0.373
1009961,6,1.375
1009962,6,1.911
1009963,6,1.397
1009964,6,0.179
1009965,6,0.308
1009966,6,2.353
1009967,6,1.214
1009968,6,1.952
1009969,6,2.324
1009970,6,2.282
1009971,6,0.113
1009972,6,2.729
1009973,6,2.355
1009974,6,0.925
1009975,6,0.717
1009976,6,1.862
1009977,6,1.164
1009978,6,0.136
1009979,6,1.523
1009980,6,2.78
1009981,6,2.136
1009982,6,2.561
1009983,6,2.497
1009984,6,2.974
1009985,6,2.762
1009986,6,2.592
1009987,6,2.078
1009988,6,1.918
1009989,6,0.896
1009990,6,0.305
1009991,6,2.613
1009992,6,0.53
1009993,6,0.072
1009994,6,2.424
1009995,6,2.271
1009996,6,1.55
1009997,6,0.065
1009998,6,2.227
1009999,6,0.279
1000000,7,0.58
1000001,7,1.003
1000002,7,0.791
1000003,7,2.164
1000004,7,2.646
1000005,7,2.45
1000006,7,0.202
1000007,7,2.913
1000008,7,2.272
1000009,7,1.175
1000010,7,0.472
1000011,7,0.029
1000012,7,0.637
1000013,7,0.129
1000014,7,1.889
1000015,7,2.382
1000016,7,2.63
1000017,7,0.442
1000018,7,0.075
1000019,7,1.933
1000020,7,1.853
1000021,7,1.54
1000022,7,0.836
1000023,7,1.102
1000024,7,2.062
1000025,7,2.875
1000026,7,0.244
1000027,7,2.905
1000028,7,2.054
1000029,7,0.699
1000030,7,2.165
1000031,7,0.083
1000032,7,0.894
1000033,7,0.354
1000034,7,2.007
1000035,7,0.938
1000036,7,1.012
1000037,7,0.216
1000038,7,0.403
1000039,7,2.0
1000040,7,2.957
1000041,7,2.076
1000042,7,0.831
1000043,7,1.907
1000044,7,2.899
1000045,7,0.807
1000046,7,2.399
1000047,7,1.918
1000048,7,0.308
1000049,7,2.944
1000050,7,2.719
1000051,7,1.742
1000052,7,2.024
1000053,7,1.137
1000054,7,2.005
1000055,7,0.954
1000056,7,0.903
1000057,7,1.061
1000058,7,0.274
1000059,7,1.568
1000060,7,0.392
1000061,7,1.655
1000062,7,0.479
1000063,7,2.697
1000064,7,2.032
1000065,7,0.899
1000066,7,0.947
1000067,7,2.337
1000068,7,0.262
1000069,7,0.797
1000070,7,1.273
1000071,7,2.553
1000072,7,1.637
1000073,7,2.195
1000074,7,0.675
1000075,7,2.073
1000076,7,0.504
1000077,7,0.305
1000078,7,0.944
1000079,7,0.135
1000080,7,0.921
1000081,7,0.163
1000082,7,2.887
1000083,7,2.242
1000084,7,0.523
1000085,7,0.302
1000086,7,1.527
1000087,7,2.155
1000088,7,0.974
1000089,7,2.306
1000090,7,2.782
1000091,7,2.281
1000092,7,2.785
1000093,7,2.314
1000094,7,1.341
1000095,7,1.918
1000096,7,0.797
1000097,7,2.493
1000098,7,0.854
1000099,7,0.214
1000100,7,2.725
1000101,7,0.573
1000102,7,2.244
1000103,7,2.725
1000104,7,0.826
1000105,7,2.056
1000106,7,1.529
1000107,7,2.099
1000108,7,2.199
1000109,7,0.231
1000110,7,0.482
1000111,7,2.232
1000112,7,0.928
1000113,7,0.117
1000114,7,1.926
1000115,7,1.113
1000116,7,1.491
1000117,7,0.943
1000118,7,0.708
1000119,7,2.753
1000120,7,2.99
1000121,7,2.021
1000122,7,2.898
1000123,7,0.585
1000124,7,0.966
1000125,7,0.295
1000126,7,1.151
1000127,7,1.579
1000128,7,1.611
1000129,7,1.67
1000130,7,0.616
1000131,7,2.836
1000132,7,2.081
1000133,7,2.815
1000134,7,2.158
1000135,7,1.153
1000136,7,2.395
1000137,7,2.411
1000138,7,2.006
1000139,7,0.507
1000140,7,0.323
1000141,7,0.985
1000142,7,0.584
1000143,7,2.57
1000144,7,0.827
1000145,7,2.297
1000146,7,2.317
1000147,7,0.368
1000148,7,1.489
1000149,7,0.575
1000150,7,2.569
1000151,7,1.261
1000152,7,1.782
1000153,7,2.08
1000154,7,1.433
1000155,7,0.823
1000156,7,2.936
1000157,7,1.784
1000158,7,0.389
1000159,7,0.625
1000160,7,1.151
1000161,7,0.714
1000162,7,1.885
1000163,7,2.453
1000164,7,2.687
1000165,7,2.105
1000166,7,0.209
1000167,7,2.591
1000168,7,0.631
1000169,7,2.527
1000170,7,0.499
1000171,7,1.876
1000172,7,2.26
1000173,7,1.008
1000174,7,0.605
1000175,7,1.845
1000176,7,2.569
1000177,7,0.988
1000178,7,0.23
1000179,7,0.22
1000180,7,1.566
1000181,7,1.32
1000182,7,0.945
1000183,7,0.78
1000184,7,0.328
1000185,7,2.859
1000186,7,2.949
1000187,7,2.907
1000188,7,2.019
1000189,7,2.42
1000190,7,0.216
1000191,7,1.974
1000192,7,0.897
1000193,7,1.875
1000194,7,2.96
1000195,7,2.216
1000196,7,0.288
1000197,7,1.559
1000198,7,2.088
1000199,7,0.869
1000200,7,0.921
1000201,7,0.367
1000202,7,1.103
1000203,7,0.32
1000204,7,1.801
1000205,7,0.314
1000206,7,2.142
1000207,7,2.318
1000208,7,1.324
1000209,7,1.861
1000210,7,0.239
1000211,7,2.091
1000212,7,0.467
1000213,7,1.383
1000214,7,0.859
1000215,7,0.086
1000216,7,0.063
1000217,7,1.248
1000218,7,1.78
1000219,7,2.577
1000220,7,1.656
1000221,7,1.802
1000222,7,1.983
1000223,7,0.096
1000224,7,0.476
1000225,7,1.5
1000226,7,0.31
1000227,7,1.831
1000228,7,1.066
1000229,7,1.109
1000230,7,1.075
1000231,7,1.047
1000232,7,1.41
1000233,7,0.268
1000234,7,2.989
1000235,7,1.268
1000236,7,1.741
1000237,7,2.838
1000238,7,0.516
1000239,7,1.866
1000240,7,1.037
1000241,7,0.207
1000242,7,1.354
1000243,7,1.302
1000244,7,2.001
1000245,7,2.055
1000246,7,1.908
1000247,7,2.21
1000248,7,2.702
1000249,7,0.142
1000250,7,1.691
1000251,7,2.466
1000252,7,1.028
1000253,7,2.59
1000254,7,1.482
1000255,7,2.921
1000256,7,0.363
1000257,7,1.352
1000258,7,0.97
1000259,7,2.232
1000260,7,0.069
1000261,7,0.83
1000262,7,1.798
1000263,7,0.92
1000264,7,0.686
1000265,7,0.939
1000266,7,1.906
1000267,7,1.103
1000268,7,0.911
1000269,7,1.67
1000270,7,1.598
1000271,7,1.757
1000272,7,1.822
1000273,7,2.697
1000274,7,2.154
1000275,7,1.234
1000276,7,2.484
1000277,7,1.023
1000278,7,1.529
1000279,7,0.624
1000280,7,0.57
1000281,7,2.049
1000282,7,1.971
1000283,7,0.709
1000284,7,1.356
1000285,7,2.156
1000286,7,1.233
1000287,7,1.655
1000288,7,2.322
1000289,7,2.478
1000290,7,1.934
1000291,7,1.145
1000292,7,2.914
1000293,7,2.514
1000294,7,1.465
1000295,7,0.845
1000296,7,2.842
1000297,7,1.832
1000298,7,0.079
1000299,7,2.377
1000300,7,2.411
1000301,7,1.036
1000302,7,1.113
1000303,7,1.405
1000304,7,0.179
1000305,7,1.227
1000306,7,1.746
1000307,7,1.714
1000308,7,1.648
1000309,7,2.99
1000310,7,1.168
1000311,7,1.421
1000312,7,1.029
1000313,7,1.551
1000314,7,1.989
1000315,7,2.612
1000316,7,0.941
1000317,7,1.384
1000318,7,2.515
1000319,7,0.795
1000320,7,1.146
1000321,7,2.894
1000322,7,0.642
1000323,7,0.349
1000324,7,0.612
1000325,7,0.046
1000326,7,0.105
1000327,7,1.222
1000328,7,1.127
1000329,7,1.716
1000330,7,1.468
1000331,7,1.343
1000332,7,2.935
1000333,7,1.065
1000334,7,2.562
1000335,7,1.278
1000336,7,0.006
1000337,7,1.211
1000338,7,2.088
1000339,7,2.789
1000340,7,1.568
1000341,7,2.542
1000342,7,1.68
1000343,7,1.308
1000344,7,2.026
1000345,7,2.82
1000346,7,0.289
1000347,7,0.324
1000348,7,2.899
1000349,7,2.002
1000350,7,2.315
1000351,7,0.418
1000352,7,0.445
1000353,7,2.617
1000354,7,0.788
1000355,7,1.596
1000356,7,2.018
1000357,7,1.475
1000358,7,1.543
1000359,7,0.36
1000360,7,0.823
1000361,7,1.597
1000362,7,0.37
1000363,7,2.217
1000364,7,2.985
1000365,7,0.162
1000366,7,1.641
1000367,7,0.453
1000368,7,2.268
1000369,7,2.012
1000370,7,0.585
1000371,7,0.027
1000372,7,0.455
1000373,7,1.926
1000374,7,2.711
1000375,7,0.063
1000376,7,0.061
1000377,7,1.679
1000378,7,1.296
1000379,7,0.25
1000380,7,1.662
1000381,7,0.289
1000382,7,1.771
1000383,7,1.954
1000384,7,0.719
1000385,7,1.722
1000386,7,2.432
1000387,7,2.407
1000388,7,2.765
1000389,7,2.303
1000390,7,2.52
1000391,7,0.343
1000392,7,2.941
1000393,7,1.018
1000394,7,1.988
1000395,7,0.686
1000396,7,2.436
1000397,7,2.505
1000398,7,2.53
1000399,7,2.044
1000400,7,0.444
1000401,7,2.683
1000402,7,2.904
1000403,7,1.742
1000404,7,0.487
1000405,7,1.005
1000406,7,0.104
1000407,7,1.558
1000408,7,2.377
1000409,7,0.9
1000410,7,1.284
1000411,7,2.858
1000412,7,1.105
1000413,7,1.161
1000414,7,1.702
1000415,7,1.271
1000416,7,2.632
1000417,7,0.212
1000418,7,0.088
1000419,7,2.994
1000420,7,1.331
1000421,7,1.983
1000422,7,0.143
1000423,7,1.921
1000424,7,2.575
1000425,7,1.67
1000426,7,1.944
1000427,7,2.037
1000428,7,1.594
1000429,7,1.307
1000430,7,0.454
1000431,7,0.042
1000432,7,1.527
1000433,7,1.021
1000434,7,2.532
1000435,7,0.316
1000436,7,1.155
1000437,7,2.093
1000438,7,0.71
1000439,7,1.628
1000440,7,2.203
1000441,7,1.191
1000442,7,1.897
1000443,7,2.356
1000444,7,2.655
1000445,7,2.363
1000446,7,1.249
1000447,7,0.379
1000448,7,1.565
1000449,7,2.242
1000450,7,2.491
1000451,7,0.393
1000452,7,0.473
1000453,7,0.566
1000454,7,2.712
1000455,7,2.549
1000456,7,2.074
1000457,7,0.853
1000458,7,2.614
1000459,7,0.766
1000460,7,2.726
1000461,7,0.902
1000462,7,2.987
1000463,7,0.584
1000464,7,1.741
1000465,7,0.194
1000466,7,0.749
1000467,7,1.874
1000468,7,0.871
1000469,7,0.386
1000470,7,0.819
1000471,7,1.371
1000472,7,2.142
1000473,7,2.904
1000474,7,0.671
1000475,7,0.109
1000476,7,0.188
1000477,7,2.643
1000478,7,2.791
1000479,7,2.409
1000480,7,0.413
1000481,7,2.352
1000482,7,2.15
1000483,7,2.002
1000484,7,1.924
1000485,7,1.605
1000486,7,0.175
1000487,7,1.214
1000488,7,0.812
1000489,7,2.585
1000490,7,2.778
1000491,7,2.285
1000492,7,2.89
1000493,7,2.438
1000494,7,2.768
1000495,7,2.194
1000496,7,1.251
1000497,7,2.368
1000498,7,1.358
1000499,7,0.284
1000500,7,2.708
1000501,7,0.149
1000502,7,1.797
1000503,7,0.653
1000504,7,0.546
1000505,7,0.653
1000506,7,1.393
1000507,7,2.358
1000508,7,1.899
1000509,7,1.094
1000510,7,2.008
1000511,7,2.217
1000512,7,1.209
1000513,7,1.634
1000514,7,1.502
1000515,7,2.201
1000516,7,1.785
1000517,7,2.522
1000518,7,2.269
1000519,7,0.762
1000520,7,0.546
1000521,7,1.829
1000522,7,2.81
1000523,7,1.534
1000524,7,2.594
1000525,7,0.205
1000526,7,2.076
1000527,7,2.135
1000528,7,2.726
1000529,7,1.73
1000530,7,2.915
1000531,7,2.537
1000532,7,1.576
1000533,7,1.077
1000534,7,1.736
1000535,7,1.647
1000536,7,2.47
1000537,7,2.206
1000538,7,2.607
1000539,7,2.621
1000540,7,2.639
1000541,7,0.082
1000542,7,2.55
1000543,7,2.583
1000544,7,0.416
1000545,7,2.982
1000546,7,1.858
1000547,7,1.595
1000548,7,0.388
1000549,7,0.615
1000550,7,0.684
1000551,7,1.11
1000552,7,1.361
1000553,7,1.192
1000554,7,2.087
1000555,7,1.9
1000556,7,0.138
1000557,7,0.039
1000558,7,1.841
1000559,7,0.896
1000560,7,1.365
1000561,7,2.652
1000562,7,2.45
1000563,7,0.305
1000564,7,0.361
1000565,7,1.393
1000566,7,0.109
1000567,7,2.124
1000568,7,2.817
1000569,7,2.349
1000570,7,1.946
1000571,7,0.638
1000572,7,0.967
1000573,7,0.855
1000574,7,0.127
1000575,7,2.056
1000576,7,1.494
1000577,7,1.748
1000578,7,1.567
1000579,7,1.151
1000580,7,1.66
1000581,7,1.029
1000582,7,0.469
1000583,7,2.341
1000584,7,0.839
1000585,7,0.927
1000586,7,0.514
1000587,7,2.33
1000588,7,2.273
1000589,7,0.844
1000590,7,0.007
1000591,7,2.514
1000592,7,1.077
1000593,7,1.969
1000594,7,1.599
1000595,7,0.664
1000596,7,2.39
1000597,7,1.62
1000598,7,1.468
1000599,7,0.596
1000600,7,0.972
1000601,7,0.668
1000602,7,0.457
1000603,7,2.596
1000604,7,2.46
1000605,7,2.495
1000606,7,2.769
1000607,7,2.275
1000608,7,1.849
1000609,7,2.077
1000610,7,0.022
1000611,7,0.875
1000612,7,0.414
1000613,7,1.943
1000614,7,0.599
1000615,7,2.155
1000616,7,2.419
1000617,7,2.979
1000618,7,0.354
1000619,7,2.764
1000620,7,1.852
1000621,7,0.952
1000622,7,2.333
1000623,7,1.437
1000624,7,0.281
1000625,7,0.407
1000626,7,0.022
1000627,7,1.958
1000628,7,1.181
1000629,7,0.514
1000630,7,1.175
1000631,7,1.59
1000632,7,0.675
1000633,7,0.944
1000634,7,1.582
1000635,7,1.719
1000636,7,0.636
1000637,7,1.015
1000638,7,0.082
1000639,7,1.312
1000640,7,1.584
1000641,7,1.981
1000642,7,0.031
1000643,7,2.066
1000644,7,1.356
1000645,7,1.508
1000646,7,2.432
1000647,7,2.384
1000648,7,0.493
1000649,7,1.444
1000650,7,2.705
1000651,7,0.656
1000652,7,1.442
1000653,7,1.372
1000654,7,1.559
1000655,7,2.183
1000656,7,1.796
1000657,7,1.06
1000658,7,1.193
1000659,7,1.0
1000660,7,0.702
1000661,7,0.749
1000662,7,2.807
1000663,7,0.831
1000664,7,2.843
1000665,7,2.972
1000666,7,0.481
1000667,7,2.416
1000668,7,1.186
1000669,7,2.971
1000670,7,2.699
1000671,7,2.339
1000672,7,1.606
1000673,7,0.867
1000674,7,0.308
1000675,7,1.073
1000676,7,1.004
1000677,7,2.072
1000678,7,1.133
1000679,7,0.038
1000680,7,2.064
1000681,7,2.742
1000682,7,1.201
1000683,7,1.996
1000684,7,1.151
1000685,7,2.76
1000686,7,0.632
1000687,7,1.888
1000688,7,1.386
1000689,7,1.594
1000690,7,2.445
1000691,7,0.687
1000692,7,1.828
1000693,7,1.63
1000694,7,0.283
1000695,7,1.047
1000696,7,1.335
1000697,7,1.939
1000698,7,1.912
1000699,7,0.678
1000700,7,0.916
1000701,7,0.918
1000702,7,1.32
1000703,7,1.927
1000704,7,0.06
1000705,7,1.162
1000706,7,2.038
1000707,7,0.131
1000708,7,2.671
1000709,7,2.75
1000710,7,2.191
1000711,7,1.894
1000712,7,2.32
1000713,7,0.449
1000714,7,0.519
1000715,7,2.077
1000716,7,1.679
1000717,7,1.294
1000718,7,0.512
1000719,7,2.693
1000720,7,0.158
1000721,7,1.129
1000722,7,0.465
1000723,7,1.015
1000724,7,1.545
1000725,7,1.099
1000726,7,0.44
1000727,7,2.749
1000728,7,0.509
1000729,7,0.062
1000730,7,2.028
1000731,7,2.075
1000732,7,1.965
1000733,7,2.946
1000734,7,0.382
1000735,7,0.198
1000736,7,0.251
1000737,7,1.031
1000738,7,1.482
1000739,7,2.363
1000740,7,2.256
1000741,7,2.925
1000742,7,0.83
1000743,7,1.034
1000744,7,0.466
1000745,7,0.327
1000746,7,2.268
1000747,7,1.414
1000748,7,0.755
1000749,7,2.53
1000750,7,2.673
1000751,7,2.301
1000752,7,0.014
1000753,7,0.973
1000754,7,2.314
1000755,7,2.962
1000756,7,2.248
1000757,7,0.608
1000758,7,0.934
1000759,7,1.914
1000760,7,1.511
1000761,7,2.678
1000762,7,2.81
1000763,7,0.073
1000764,7,2.262
1000765,7,0.799
1000766,7,2.691
1000767,7,1.093
1000768,7,2.466
1000769,7,2.659
1000770,7,2.434
1000771,7,0.175
1000772,7,1.546
1000773,7,1.225
1000774,7,0.267
1000775,7,1.69
1000776,7,1.729
1000777,7,2.886
1000778,7,0.488
1000779,7,0.07
1000780,7,1.99
1000781,7,1.909
1000782,7,0.9
1000783,7,1.017
1000784,7,0.602
1000785,7,1.558
1000786,7,1.376
1000787,7,2.995
1000788,7,0.089
1000789,7,2.662
1000790,7,0.999
1000791,7,1.277
1000792,7,2.233
1000793,7,2.289
1000794,7,2.327
1000795,7,2.154
1000796,7,0.877
1000797,7,2.957
1000798,7,1.521
1000799,7,0.574
1000800,7,2.328
1000801,7,2.021
1000802,7,1.049
1000803,7,0.085
1000804,7,2.035
1000805,7,2.763
1000806,7,1.463
1000807,7,0.851
1000808,7,1.075
1000809,7,2.952
1000810,7,0.968
1000811,7,1.372
1000812,7,1.251
1000813,7,0.424
1000814,7,2.505
1000815,7,2.921
1000816,7,2.131
1000817,7,2.361
1000818,7,1.271
1000819,7,0.191
1000820,7,2.443
1000821,7,1.558
1000822,7,2.446
1000823,7,1.438
1000824,7,1.236
1000825,7,1.099
1000826,7,1.209
1000827,7,2.431
1000828,7,0.68
1000829,7,0.728
1000830,7,2.81
1000831,7,0.892
1000832,7,1.723
1000833,7,2.506
1000834,7,2.804
1000835,7,0.362
1000836,7,0.129
1000837,7,2.742
1000838,7,2.506
1000839,7,0.751
1000840,7,2.44
